AF7,label
27.832,concentrated
33.691,concentrated
34.668,concentrated
34.18,concentrated
26.367,concentrated
29.297,concentrated
31.25,concentrated
41.504,concentrated
21.484,concentrated
33.203,concentrated
25.879,concentrated
21.973,concentrated
21.484,concentrated
33.691,concentrated
44.922,concentrated
46.387,concentrated
50.781,concentrated
40.527,concentrated
36.621,concentrated
25.879,concentrated
29.297,concentrated
30.273,concentrated
36.621,concentrated
41.504,concentrated
-2.93,concentrated
17.09,concentrated
30.762,concentrated
0.977,concentrated
38.086,concentrated
38.574,concentrated
19.531,concentrated
39.062,concentrated
39.062,concentrated
26.855,concentrated
32.715,concentrated
43.945,concentrated
39.062,concentrated
35.645,concentrated
30.762,concentrated
17.578,concentrated
29.785,concentrated
25.391,concentrated
26.367,concentrated
15.137,concentrated
79.102,concentrated
35.156,concentrated
26.855,concentrated
27.832,concentrated
24.902,concentrated
18.066,concentrated
22.949,concentrated
31.25,concentrated
27.344,concentrated
-4.395,concentrated
30.762,concentrated
33.203,concentrated
33.203,concentrated
29.785,concentrated
20.508,concentrated
39.551,relaxed
31.738,relaxed
38.574,relaxed
30.762,relaxed
42.48,relaxed
41.016,relaxed
40.527,relaxed
39.062,relaxed
35.156,relaxed
27.344,relaxed
22.461,relaxed
32.715,relaxed
37.109,relaxed
37.598,relaxed
32.227,relaxed
52.734,relaxed
37.109,relaxed
41.504,relaxed
53.711,relaxed
57.129,relaxed
42.969,relaxed
38.086,relaxed
32.715,relaxed
31.738,relaxed
25.879,relaxed
35.645,relaxed
45.41,relaxed
34.668,relaxed
33.203,relaxed
8.789,relaxed
25.879,relaxed
45.898,relaxed
32.715,relaxed
29.297,relaxed
27.832,relaxed
40.039,relaxed
26.855,relaxed
30.273,relaxed
28.809,relaxed
30.762,relaxed
11.719,relaxed
27.832,relaxed
33.203,relaxed
26.367,relaxed
40.039,relaxed
21.484,relaxed
42.969,relaxed
41.016,relaxed
31.25,relaxed
15.137,relaxed
31.738,relaxed
37.109,relaxed
43.945,relaxed
30.273,relaxed
30.273,relaxed
31.25,relaxed
4.395,relaxed
10.254,relaxed
37.109,relaxed
30.273,relaxed
38.086,relaxed
34.668,relaxed
28.809,relaxed
26.367,relaxed
44.434,relaxed
30.762,relaxed
34.668,relaxed
26.367,relaxed
8.789,relaxed
30.273,relaxed
33.691,relaxed
50.781,relaxed
44.434,relaxed
36.133,relaxed
39.062,relaxed
37.109,relaxed
33.691,relaxed
50.781,relaxed
41.504,relaxed
40.039,relaxed
35.645,relaxed
40.527,relaxed
59.082,relaxed
21.973,relaxed
35.156,relaxed
37.109,relaxed
31.738,relaxed
46.387,relaxed
41.992,relaxed
30.762,relaxed
28.809,relaxed
31.25,relaxed
49.805,relaxed
29.297,relaxed
25.879,relaxed
20.996,relaxed
33.691,relaxed
21.484,relaxed
26.367,relaxed
37.109,relaxed
27.344,relaxed
34.668,relaxed
32.227,relaxed
25.391,relaxed
45.898,relaxed
37.598,relaxed
42.48,relaxed
34.18,relaxed
36.621,relaxed
20.508,relaxed
31.25,relaxed
48.34,relaxed
45.898,relaxed
36.621,relaxed
32.715,relaxed
27.344,relaxed
30.762,relaxed
41.016,relaxed
23.926,relaxed
36.133,relaxed
36.621,relaxed
18.555,relaxed
28.32,relaxed
28.32,relaxed
31.738,relaxed
29.785,relaxed
35.645,relaxed
31.25,relaxed
25.391,relaxed
27.344,relaxed
38.086,relaxed
32.715,relaxed
33.203,relaxed
40.039,relaxed
49.316,relaxed
42.969,relaxed
28.32,relaxed
42.969,relaxed
44.922,relaxed
50.781,relaxed
23.926,relaxed
17.09,relaxed
17.578,relaxed
27.344,relaxed
39.551,relaxed
34.18,relaxed
40.527,relaxed
51.27,relaxed
65.918,relaxed
32.715,relaxed
41.504,relaxed
35.645,relaxed
29.785,relaxed
43.457,relaxed
33.691,relaxed
40.039,relaxed
40.527,relaxed
47.852,relaxed
26.855,relaxed
40.039,relaxed
39.062,relaxed
32.227,relaxed
27.832,relaxed
23.926,relaxed
39.062,relaxed
35.156,relaxed
30.273,relaxed
25.391,relaxed
15.625,relaxed
35.645,relaxed
21.973,relaxed
29.297,relaxed
34.18,relaxed
32.227,relaxed
31.25,relaxed
20.508,relaxed
30.762,relaxed
28.32,relaxed
32.227,relaxed
23.926,relaxed
34.18,relaxed
42.48,relaxed
25.879,relaxed
31.25,relaxed
33.691,relaxed
27.344,relaxed
34.18,relaxed
24.902,relaxed
40.039,relaxed
22.461,relaxed
37.109,relaxed
43.457,relaxed
40.039,relaxed
36.133,relaxed
30.762,relaxed
26.855,relaxed
22.461,relaxed
27.344,relaxed
31.738,relaxed
50.293,relaxed
25.879,relaxed
38.574,relaxed
24.414,relaxed
40.039,relaxed
25.391,relaxed
35.645,relaxed
37.598,relaxed
37.109,relaxed
25.391,relaxed
26.367,relaxed
38.574,relaxed
34.668,relaxed
19.043,relaxed
25.391,relaxed
30.273,relaxed
37.598,relaxed
24.414,relaxed
25.879,relaxed
26.855,relaxed
32.227,relaxed
34.668,relaxed
39.062,relaxed
18.555,relaxed
26.367,relaxed
21.973,relaxed
34.18,relaxed
33.203,relaxed
38.574,relaxed
32.715,relaxed
23.438,relaxed
25.391,relaxed
26.367,relaxed
22.949,relaxed
28.809,relaxed
56.641,relaxed
46.387,relaxed
38.574,relaxed
35.156,relaxed
44.434,relaxed
21.484,relaxed
18.555,relaxed
34.18,relaxed
24.414,relaxed
28.32,relaxed
31.25,relaxed
43.945,relaxed
33.203,relaxed
22.949,relaxed
26.367,relaxed
19.531,relaxed
28.809,relaxed
38.086,relaxed
30.273,relaxed
27.344,relaxed
40.527,relaxed
41.992,relaxed
39.062,relaxed
31.738,relaxed
25.391,relaxed
35.645,relaxed
33.691,relaxed
29.297,relaxed
12.695,relaxed
33.203,relaxed
45.41,relaxed
21.484,relaxed
39.551,relaxed
20.508,relaxed
34.18,relaxed
25.391,relaxed
24.902,relaxed
39.062,relaxed
35.156,relaxed
21.973,relaxed
32.227,relaxed
37.598,relaxed
36.133,relaxed
20.508,relaxed
27.832,relaxed
40.527,relaxed
33.691,relaxed
29.297,relaxed
35.645,relaxed
34.18,relaxed
35.156,relaxed
15.137,relaxed
39.062,relaxed
37.109,relaxed
29.297,relaxed
37.598,relaxed
33.203,relaxed
32.715,relaxed
28.32,relaxed
31.738,relaxed
28.32,relaxed
30.273,relaxed
37.109,relaxed
26.367,relaxed
32.715,relaxed
35.156,relaxed
26.367,relaxed
27.344,relaxed
37.109,relaxed
19.531,relaxed
31.25,relaxed
54.199,relaxed
51.758,relaxed
26.855,relaxed
21.973,relaxed
17.09,relaxed
28.32,relaxed
30.762,relaxed
15.625,relaxed
44.434,relaxed
41.992,relaxed
28.809,relaxed
20.02,relaxed
32.715,relaxed
22.949,relaxed
40.527,relaxed
41.992,relaxed
35.156,relaxed
33.203,relaxed
28.32,relaxed
29.297,relaxed
28.32,relaxed
37.598,relaxed
25.879,relaxed
36.133,relaxed
31.25,relaxed
40.527,relaxed
27.344,relaxed
17.09,relaxed
27.344,relaxed
36.133,relaxed
41.504,relaxed
27.344,relaxed
26.367,relaxed
51.27,relaxed
42.48,relaxed
31.738,relaxed
30.762,relaxed
19.531,relaxed
25.391,relaxed
30.273,relaxed
30.762,relaxed
21.973,relaxed
34.18,relaxed
36.133,relaxed
34.18,relaxed
21.484,relaxed
30.273,relaxed
44.434,relaxed
34.18,relaxed
45.898,relaxed
35.156,relaxed
27.344,relaxed
33.203,relaxed
25.879,relaxed
19.043,relaxed
22.461,relaxed
24.902,relaxed
36.621,relaxed
28.809,relaxed
33.203,relaxed
26.855,relaxed
26.855,relaxed
41.504,relaxed
23.438,relaxed
40.527,relaxed
27.344,relaxed
28.809,relaxed
32.715,relaxed
19.043,relaxed
19.043,relaxed
27.344,relaxed
39.062,relaxed
26.367,relaxed
30.273,relaxed
26.855,relaxed
28.32,relaxed
26.855,relaxed
31.738,relaxed
38.086,relaxed
39.551,relaxed
26.367,relaxed
31.738,relaxed
35.645,relaxed
26.367,relaxed
32.715,relaxed
40.039,relaxed
33.203,relaxed
28.809,relaxed
30.762,relaxed
29.297,relaxed
38.574,relaxed
30.273,relaxed
36.621,relaxed
41.016,relaxed
32.715,relaxed
18.066,relaxed
23.438,relaxed
22.949,relaxed
34.668,relaxed
27.832,relaxed
27.344,relaxed
9.277,relaxed
8.301,relaxed
30.273,relaxed
37.598,relaxed
21.484,relaxed
24.902,relaxed
21.484,relaxed
23.438,relaxed
15.625,relaxed
22.461,relaxed
34.668,relaxed
29.297,relaxed
24.414,relaxed
32.227,relaxed
29.297,relaxed
21.484,relaxed
30.273,relaxed
27.832,relaxed
41.992,relaxed
27.832,relaxed
25.879,relaxed
35.645,relaxed
32.227,relaxed
19.531,relaxed
39.551,relaxed
16.602,relaxed
23.926,relaxed
27.344,relaxed
18.555,relaxed
30.762,relaxed
25.879,relaxed
32.227,relaxed
19.043,relaxed
36.133,relaxed
12.207,relaxed
13.672,relaxed
13.672,relaxed
19.043,relaxed
23.926,relaxed
29.297,relaxed
25.879,relaxed
20.508,relaxed
20.996,relaxed
29.297,relaxed
23.438,relaxed
33.691,relaxed
30.273,relaxed
28.32,relaxed
50.781,relaxed
38.574,relaxed
47.363,relaxed
28.809,relaxed
28.809,relaxed
28.32,relaxed
21.484,relaxed
33.203,relaxed
36.133,relaxed
14.648,relaxed
34.18,relaxed
39.551,relaxed
38.086,relaxed
33.203,relaxed
38.574,relaxed
13.672,relaxed
39.062,relaxed
30.273,relaxed
20.996,relaxed
25.879,relaxed
27.344,relaxed
42.969,relaxed
25.879,relaxed
21.484,relaxed
21.973,relaxed
37.109,relaxed
27.832,relaxed
27.832,relaxed
24.414,relaxed
24.414,relaxed
36.133,relaxed
32.715,relaxed
28.809,relaxed
26.367,relaxed
24.902,relaxed
24.902,relaxed
30.273,relaxed
30.273,relaxed
33.203,relaxed
33.203,relaxed
46.875,relaxed
41.016,relaxed
27.832,relaxed
29.297,relaxed
36.133,relaxed
25.879,relaxed
30.273,relaxed
26.367,relaxed
9.766,relaxed
23.926,relaxed
19.043,relaxed
20.02,relaxed
36.621,relaxed
34.18,relaxed
19.531,relaxed
34.18,relaxed
29.297,relaxed
25.391,relaxed
25.391,relaxed
27.344,relaxed
29.785,relaxed
40.527,relaxed
23.926,relaxed
18.555,relaxed
21.484,relaxed
20.508,relaxed
38.574,relaxed
47.852,relaxed
25.391,relaxed
18.066,relaxed
14.16,relaxed
28.809,relaxed
27.344,relaxed
35.645,relaxed
38.086,relaxed
40.039,relaxed
34.668,relaxed
21.484,relaxed
25.879,relaxed
37.109,relaxed
34.18,relaxed
35.156,relaxed
22.461,relaxed
17.578,relaxed
14.16,relaxed
24.414,relaxed
33.203,relaxed
36.621,relaxed
20.02,relaxed
33.203,relaxed
36.133,relaxed
35.645,relaxed
45.898,relaxed
26.855,relaxed
26.367,relaxed
35.156,relaxed
36.133,relaxed
24.902,relaxed
18.066,relaxed
31.738,relaxed
34.668,relaxed
23.926,relaxed
31.738,relaxed
28.809,relaxed
25.391,relaxed
45.41,relaxed
29.785,relaxed
27.832,relaxed
20.02,relaxed
25.879,relaxed
29.297,relaxed
39.551,relaxed
38.086,relaxed
12.695,relaxed
37.598,relaxed
29.297,relaxed
27.344,relaxed
26.855,relaxed
17.09,relaxed
16.602,relaxed
15.625,relaxed
37.598,relaxed
29.785,relaxed
33.691,relaxed
32.715,relaxed
15.137,relaxed
31.25,relaxed
16.602,relaxed
39.551,relaxed
11.719,relaxed
25.391,relaxed
51.758,concentrated
50.781,concentrated
35.156,concentrated
8.789,concentrated
57.617,concentrated
51.758,concentrated
31.25,concentrated
43.457,concentrated
36.133,concentrated
44.922,concentrated
42.48,concentrated
13.184,concentrated
26.367,concentrated
34.668,concentrated
36.621,concentrated
33.203,concentrated
46.387,concentrated
49.805,concentrated
45.898,concentrated
32.227,concentrated
25.879,concentrated
29.297,concentrated
17.578,concentrated
49.316,concentrated
49.805,concentrated
42.969,concentrated
17.09,concentrated
14.648,concentrated
21.484,concentrated
34.18,concentrated
48.828,concentrated
42.969,concentrated
40.039,concentrated
18.555,concentrated
20.508,concentrated
27.344,concentrated
43.457,concentrated
32.715,concentrated
37.598,concentrated
29.785,concentrated
39.062,concentrated
50.293,concentrated
48.34,concentrated
39.551,concentrated
38.574,concentrated
35.645,concentrated
42.48,concentrated
41.504,concentrated
34.18,concentrated
21.484,concentrated
37.598,concentrated
27.832,concentrated
37.598,concentrated
38.574,concentrated
44.434,concentrated
43.945,concentrated
40.527,concentrated
44.434,concentrated
42.969,concentrated
44.922,concentrated
46.875,concentrated
43.457,concentrated
41.504,concentrated
40.039,concentrated
62.5,concentrated
35.645,concentrated
35.156,concentrated
42.48,concentrated
40.039,concentrated
39.551,concentrated
44.434,concentrated
38.574,concentrated
37.598,concentrated
39.551,concentrated
38.086,concentrated
42.48,concentrated
41.016,concentrated
30.273,concentrated
34.18,concentrated
36.133,concentrated
43.945,concentrated
42.969,concentrated
41.504,concentrated
38.574,concentrated
40.527,concentrated
59.082,concentrated
29.785,concentrated
32.227,concentrated
41.016,concentrated
36.133,concentrated
35.156,concentrated
35.645,concentrated
41.992,concentrated
39.551,concentrated
38.086,concentrated
31.738,concentrated
32.715,concentrated
41.992,concentrated
41.504,concentrated
86.914,concentrated
50.781,concentrated
41.992,concentrated
33.691,concentrated
23.438,concentrated
2.441,concentrated
12.207,concentrated
-1.953,concentrated
14.16,concentrated
24.902,concentrated
24.414,concentrated
-20.996,concentrated
-1.465,concentrated
13.672,concentrated
11.719,concentrated
23.926,concentrated
14.648,concentrated
19.043,concentrated
24.414,concentrated
53.223,concentrated
44.434,concentrated
36.621,concentrated
36.133,concentrated
39.062,concentrated
38.574,concentrated
49.805,concentrated
23.926,concentrated
35.156,concentrated
40.039,concentrated
41.992,concentrated
34.18,concentrated
38.574,concentrated
39.062,concentrated
39.551,concentrated
48.828,concentrated
29.785,concentrated
43.945,concentrated
42.969,concentrated
40.039,concentrated
33.691,concentrated
43.945,concentrated
44.922,concentrated
36.133,concentrated
35.645,concentrated
42.969,concentrated
41.016,concentrated
50.293,concentrated
39.551,concentrated
48.34,concentrated
43.457,concentrated
42.969,concentrated
38.574,concentrated
51.758,concentrated
50.293,concentrated
28.32,concentrated
37.598,concentrated
43.457,concentrated
44.434,concentrated
31.738,concentrated
47.363,concentrated
35.645,concentrated
29.297,concentrated
9.766,concentrated
19.043,concentrated
12.207,concentrated
16.602,concentrated
-0.977,concentrated
7.812,concentrated
3.418,concentrated
-9.277,concentrated
2.93,concentrated
4.395,concentrated
5.859,concentrated
19.043,concentrated
28.32,concentrated
29.785,concentrated
48.34,concentrated
38.086,concentrated
30.762,concentrated
51.758,concentrated
45.898,concentrated
36.621,concentrated
39.551,concentrated
52.734,concentrated
62.5,concentrated
40.527,concentrated
51.27,concentrated
42.969,concentrated
50.293,concentrated
47.363,concentrated
47.363,concentrated
32.715,concentrated
36.133,concentrated
38.086,concentrated
33.203,concentrated
35.645,concentrated
36.133,concentrated
27.832,concentrated
27.832,concentrated
34.18,concentrated
36.133,concentrated
28.809,concentrated
43.945,concentrated
33.691,concentrated
34.668,concentrated
42.48,concentrated
37.109,concentrated
32.715,concentrated
16.602,concentrated
27.344,concentrated
37.598,concentrated
54.688,concentrated
50.781,concentrated
44.434,concentrated
88.867,concentrated
66.895,concentrated
47.852,concentrated
46.875,concentrated
7.324,concentrated
38.086,concentrated
34.18,concentrated
26.367,concentrated
30.762,concentrated
39.062,concentrated
32.715,concentrated
68.359,concentrated
51.758,concentrated
38.574,concentrated
35.645,concentrated
11.23,concentrated
39.062,concentrated
31.738,concentrated
21.484,concentrated
36.133,concentrated
26.367,concentrated
18.066,concentrated
20.508,concentrated
17.09,concentrated
24.902,concentrated
7.812,concentrated
12.695,concentrated
7.812,concentrated
-20.996,concentrated
-23.438,concentrated
-3.906,concentrated
-11.719,concentrated
-7.812,concentrated
-7.812,concentrated
-9.766,concentrated
-8.789,concentrated
-10.254,concentrated
-8.301,concentrated
-6.348,concentrated
-7.812,concentrated
2.441,concentrated
6.836,concentrated
16.602,concentrated
23.438,concentrated
28.809,concentrated
31.25,concentrated
30.762,concentrated
30.762,concentrated
35.156,concentrated
35.156,concentrated
39.551,concentrated
41.504,concentrated
37.109,concentrated
43.945,concentrated
34.18,concentrated
37.598,concentrated
46.387,concentrated
41.504,concentrated
40.039,concentrated
41.504,concentrated
39.551,concentrated
41.992,concentrated
36.621,concentrated
46.875,concentrated
48.34,concentrated
41.016,concentrated
44.922,concentrated
48.828,concentrated
41.016,concentrated
43.457,concentrated
35.156,concentrated
48.828,concentrated
47.852,concentrated
44.922,concentrated
48.828,concentrated
42.969,concentrated
41.992,concentrated
46.387,concentrated
43.457,concentrated
41.992,concentrated
40.039,concentrated
39.062,concentrated
39.062,concentrated
45.41,concentrated
41.016,concentrated
43.945,concentrated
34.668,concentrated
42.969,concentrated
32.715,concentrated
38.574,concentrated
42.969,concentrated
41.504,concentrated
41.504,concentrated
39.062,concentrated
37.598,concentrated
29.785,concentrated
33.691,concentrated
41.992,concentrated
44.434,concentrated
38.574,concentrated
33.691,concentrated
35.156,concentrated
37.109,concentrated
39.062,concentrated
44.922,concentrated
41.504,concentrated
39.551,concentrated
37.598,concentrated
40.527,concentrated
39.062,concentrated
37.109,concentrated
41.016,concentrated
29.297,concentrated
47.363,concentrated
47.852,concentrated
41.016,concentrated
33.691,concentrated
35.645,concentrated
38.086,concentrated
15.137,concentrated
12.207,concentrated
-58.594,concentrated
-70.312,concentrated
-43.945,concentrated
-41.504,concentrated
-53.711,concentrated
-148.438,concentrated
-222.656,concentrated
-204.102,concentrated
-158.203,concentrated
-131.836,concentrated
-194.336,concentrated
-110.352,concentrated
-9.277,concentrated
-20.508,concentrated
-57.129,concentrated
-106.445,concentrated
-35.156,concentrated
-39.551,concentrated
-0.488,concentrated
120.117,concentrated
62.988,concentrated
2.441,concentrated
-10.254,concentrated
-7.812,concentrated
18.555,concentrated
53.711,concentrated
38.086,concentrated
49.805,concentrated
137.695,concentrated
16.113,concentrated
54.199,concentrated
89.355,concentrated
6.348,concentrated
50.293,concentrated
50.781,concentrated
-47.363,concentrated
5.371,concentrated
39.551,concentrated
79.59,concentrated
93.75,concentrated
64.941,concentrated
74.707,concentrated
62.012,concentrated
66.406,concentrated
49.805,concentrated
47.852,concentrated
49.805,concentrated
41.992,concentrated
28.32,concentrated
32.227,concentrated
39.551,concentrated
66.406,concentrated
51.27,concentrated
36.621,concentrated
25.879,concentrated
40.039,concentrated
51.27,concentrated
55.176,concentrated
42.969,concentrated
44.434,concentrated
56.152,concentrated
46.387,concentrated
49.805,concentrated
52.246,concentrated
51.758,concentrated
52.734,concentrated
51.27,concentrated
70.801,concentrated
52.734,concentrated
48.34,concentrated
57.129,concentrated
59.57,concentrated
57.129,concentrated
48.828,concentrated
49.805,concentrated
51.27,concentrated
52.734,concentrated
51.758,concentrated
44.434,concentrated
55.664,concentrated
41.016,concentrated
48.828,concentrated
53.223,concentrated
48.34,concentrated
44.434,concentrated
46.387,concentrated
42.48,concentrated
27.832,concentrated
42.969,concentrated
46.875,concentrated
43.457,concentrated
42.48,concentrated
40.527,concentrated
48.828,concentrated
51.27,concentrated
44.434,concentrated
50.293,concentrated
53.711,concentrated
42.969,concentrated
37.598,concentrated
42.48,concentrated
51.27,concentrated
53.711,concentrated
48.34,concentrated
53.223,concentrated
48.828,concentrated
45.41,concentrated
49.805,concentrated
42.969,concentrated
46.875,concentrated
49.805,concentrated
32.227,concentrated
28.32,concentrated
43.457,concentrated
48.34,concentrated
44.922,concentrated
49.805,concentrated
50.293,concentrated
48.34,concentrated
52.734,concentrated
38.574,concentrated
41.016,concentrated
36.133,concentrated
29.297,concentrated
30.273,concentrated
18.555,concentrated
11.719,concentrated
1.465,concentrated
1.953,concentrated
8.301,concentrated
23.926,concentrated
15.625,concentrated
16.602,concentrated
35.645,concentrated
17.09,concentrated
32.227,concentrated
41.016,concentrated
28.32,concentrated
52.734,concentrated
34.18,concentrated
41.992,concentrated
29.785,concentrated
32.715,concentrated
51.758,concentrated
36.621,concentrated
45.41,concentrated
47.852,concentrated
44.434,concentrated
42.969,concentrated
45.41,concentrated
45.898,concentrated
39.551,concentrated
58.105,concentrated
50.781,concentrated
49.316,concentrated
54.199,concentrated
41.016,concentrated
41.016,concentrated
43.945,concentrated
48.34,concentrated
49.805,concentrated
45.41,concentrated
54.688,concentrated
55.664,concentrated
50.781,concentrated
48.34,concentrated
39.551,concentrated
38.574,concentrated
47.363,concentrated
58.105,concentrated
-13.672,concentrated
36.133,concentrated
36.621,concentrated
42.48,concentrated
109.375,concentrated
50.781,concentrated
50.293,concentrated
50.293,concentrated
45.41,concentrated
36.133,concentrated
34.668,concentrated
37.598,concentrated
